CSCストアコード,都道府県,店舗名,,"no,",filename,お気に入り店舗QRのURL,LPURL,LPURL,,お気に入り店舗QRのURL
0000327091,兵庫県,三宮オーパ２,sannomiya-opa2,153,153sannomiya-opa2.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000327091,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/153sannomiya-opa2.html,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/153sannomiya-opa2.html,,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000327091
00000M1578,愛知県,イオンモールNagoyaNoritakeGarden,nagoyanaritakegarden,154,154nagoyanaritakegarden.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1578,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/154nagoyanaritakegarden.html,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/154nagoyanaritakegarden.html,,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1578
0000709981,神奈川県,横浜ワールドポーターズ,yokoyama-world-porters,155,155yokoyama-world-porters.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000709981,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/155yokoyama-world-porters.html,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/155yokoyama-world-porters.html,,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000709981
00000M1581,福岡県,THE OUTLETS KITAKYUSHU,the-outlets-kitakyoshu,156,156the-outlets-kitakyoshu.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1581,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/156the-outlets-kitakyoshu.html,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/156the-outlets-kitakyoshu.html,,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1581
00000M1583,岐阜県,イオンモール土岐,toki,157,157toki.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1583,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/157toki.html,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/157toki.html,,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1583
00000M1584,愛知県,イオンモール豊川,toyokawa,158,158toyokawa.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1584,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/158toyokawa.html,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/158toyokawa.html,,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1584
00000M1585,神奈川県,THE OUTLETS SHONAN HIRATSUKA,the-outlets-shonan-hiratsuka,159,159the-outlets-shonan-hiratsuka.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1585,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/159the-outlets-shonan-hiratsuka.html,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/159the-outlets-shonan-hiratsuka.html,,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1585
00000M6330,長野県,イオンモール須坂,suzaka,160,160suzaka.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M6330,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/160suzaka.html,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/160suzaka.html,,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M6330
0000M38949,宮城県,イオンモール仙台上杉,sendaiuesugi,161,161sendaiuesugi.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000M38949,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/161sendaiuesugi.html,https://www.aeon.com/aeonapp/campaign/202512_newentry50_LP/161sendaiuesugi.html,,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000M38949
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
